"id","image","name","displayName","unlock_key","allow_team_color","lockdesc"
"144","PlayerIDNamePlate_149","$NAMEPLATE_LASO_SILVER",,"eUnlockItemId_NAMEPLATE_LASO_SILVER",,"$NAMEPLATE_LASO_SILVER_LOCK"
"145","PlayerIDNamePlate_150","$NAMEPLATE_LASO_GOLD",,"eUnlockItemId_NAMEPLATE_LASO_GOLD",,"$NAMEPLATE_LASO_GOLD_LOCK"
"146","PlayerIDNamePlate_151","$NAMEPLATE_LASO_PLATINUM",,"eUnlockItemId_NAMEPLATE_LASO_PLATINUM",,"$NAMEPLATE_LASO_PLATINUM_LOCK"
"147","PlayerIDNamePlate_192","$NAMEPLATE_SLAYER_BLUE",,"eUnlockItemId_NAMEPLATE_SLAYER_BLUE","true","$NAMEPLATE_SLAYER_BLUE_LOCK"
"165","PlayerIDNamePlate_191","$NAMEPLATE_SLAYER_BRONZE",,"eUnlockItemId_NAMEPLATE_SLAYER_BRONZE",,"$NAMEPLATE_SLAYER_BRONZE_LOCK"
"166","PlayerIDNamePlate_190","$NAMEPLATE_SLAYER_SILVER",,"eUnlockItemId_NAMEPLATE_SLAYER_SILVER",,"$NAMEPLATE_SLAYER_SILVER_LOCK"
"167","PlayerIDNamePlate_189","$NAMEPLATE_SLAYER_GOLD",,"eUnlockItemId_NAMEPLATE_SLAYER_GOLD",,"$NAMEPLATE_SLAYER_GOLD_LOCK"
"168","PlayerIDNamePlate_188","$NAMEPLATE_SLAYER_PLATINUM",,"eUnlockItemId_NAMEPLATE_SLAYER_PLATINUM",,"$NAMEPLATE_SLAYER_PLATINUM_LOCK"
"148","PlayerIDNamePlate_193","$NAMEPLATE_CTF_BLUE",,"eUnlockItemId_NAMEPLATE_CTF_BLUE","true","$NAMEPLATE_CTF_BLUE_LOCK"
"149","PlayerIDNamePlate_196","$NAMEPLATE_ASSAULT_BLUE",,"eUnlockItemId_NAMEPLATE_ASSAULT_BLUE","true","$NAMEPLATE_ASSAULT_BLUE_LOCK"
"150","PlayerIDNamePlate_194","$NAMEPLATE_GRIFBALL_BLUE",,"eUnlockItemId_NAMEPLATE_GRIFBALL_BLUE","true","$NAMEPLATE_GRIFBALL_BLUE_LOCK"
"151","PlayerIDNamePlate_198","$NAMEPLATE_ODDBALL_BLUE",,"eUnlockItemId_NAMEPLATE_ODDBALL_BLUE","true","$NAMEPLATE_ODDBALL_BLUE_LOCK"
"153","PlayerIDNamePlate_195","$NAMEPLATE_JUG_BLUE",,"eUnlockItemId_NAMEPLATE_JUG_BLUE","true","$NAMEPLATE_JUG_BLUE_LOCK"
"154","PlayerIDNamePlate_197","$NAMEPLATE_RICHOCHET_BLUE",,"eUnlockItemId_NAMEPLATE_RICHOCHET_BLUE","true","$NAMEPLATE_RICHOCHET_BLUE_LOCK"
"155","PlayerIDNamePlate_232","$NAMEPLATE_EVENT_CHRISTMAS",,"eUnlockItemId_NAMEPLATE_EVENT_CHRISTMAS",,"$NAMEPLATE_GRANTED_LOCK"
"156","PlayerIDNamePlate_233","$NAMEPLATE_EVENT_VALENTINE",,"eUnlockItemId_NAMEPLATE_EVENT_VALENTINE",,"$NAMEPLATE_EVENT_VALENTINE_LOCK"
"157","PlayerIDNamePlate_234","$NAMEPLATE_EVENT_YAPYAP1",,"eUnlockItemId_NAMEPLATE_EVENT_YAPYAP",,"$NAMEPLATE_GRANTED_LOCK"
"158","PlayerIDNamePlate_235","$NAMEPLATE_EVENT_YAPYAP2",,"eUnlockItemId_NAMEPLATE_EVENT_YAPYAP_2",,"$NAMEPLATE_GRANTED_LOCK"
"159","PlayerIDNamePlate_237","$NAMEPLATE_GRASSROOTS","Know Your Roots","eUnlockItemId_NAMEPLATE_GRASSROOTS",,"$NAMEPLATE_GRANTED_LOCK"
"160","PlayerIDNamePlate_238","$NAMEPLATE_MSSTORE",,"eUnlockItemId_NAMEPLATE_MSSTORE",,"$NAMEPLATE_GRANTED_LOCK"
"161","PlayerIDNamePlate_236","$NAMEPLATE_ASSASSINATION",,"eUnlockItemId_NAMEPLATE_ASSASSINATION",,"$NAMEPLATE_GRANTED_LOCK"
"162","PlayerIDNamePlate_243","$NAMEPLATE_GUILTY_SPARK",,"eUnlockItemId_NAMEPLATE_GUILTY_SPARK",,"$NAMEPLATE_GUILTY_SPARK_LOCK"
"163","PlayerIDNamePlate_244","$NAMEPLATE_343",,"eUnlockItemId_NAMEPLATE_343",,"$NAMEPLATE_343_LOCK"
"164","PlayerIDNamePlate_245","$NAMEPLATE_FLAIR",,"eUnlockItemId_NAMEPLATE_FLAIR",,"$NAMEPLATE_FLAIR_LOCK"
"169","PlayerIDNamePlate_246","$nameplate_mcc_goldhelmet",,"eUnlockItemId_NAMEPLATE_GOLD",,"$NAMEPLATE_GRANTED_LOCK"
"170","PlayerIDNamePlate_247","$NAMEPLATE_HCS_TEXT",,,,
"171","PlayerIDNamePlate_248","$NAMEPLATE_FRONK_TEXT",,"eUnlockItemId_NAMEPLATE_MVP",,"$NAMEPLATE_GRANTED_LOCK"
"172","PlayerIDNamePlate_249","$NAMEPLATE_UNSC_TEXT",,"eUnlockItemId_NAMEPLATE_UNSC",,"$NAMEPLATE_GRANTED_LOCK"
"173","PlayerIDNamePlate_250","$NAMEPLATE_FIRTH",,"eUnlockItemId_NAMEPLATE_FIRTH",,"$NAMEPLATE_GRANTED_LOCK"
"174","PlayerIDNamePlate_251","$nameplate_keep_it_clean_blue",,"eUnlockItemId_nameplate_keep_it_clean_blue","true","$NAMEPLATE_KEEP_IT_CLEAN_BLUE_LOCK"
"175","PlayerIDNamePlate_252","$nameplate_keep_it_clean_bronze",,"eUnlockItemId_nameplate_keep_it_clean_bronze",,"$NAMEPLATE_KEEP_IT_CLEAN_BRONZE_LOCK"
"176","PlayerIDNamePlate_253","$nameplate_keep_it_clean_silver",,"eUnlockItemId_nameplate_keep_it_clean_silver",,"$NAMEPLATE_KEEP_IT_CLEAN_SILVER_LOCK"
"177","PlayerIDNamePlate_254","$nameplate_keep_it_clean_gold",,"eUnlockItemId_nameplate_keep_it_clean_gold",,"$NAMEPLATE_KEEP_IT_CLEAN_GOLD_LOCK"
"178","PlayerIDNamePlate_255","$nameplate_keep_it_clean_platinum",,"eUnlockItemId_nameplate_keep_it_clean_platinum",,"$NAMEPLATE_KEEP_IT_CLEAN_PLATINUM_LOCK"
"179","PlayerIDNamePlate_256","$nameplate_superintendant_blue",,"eUnlockItemId_nameplate_superintendant_blue","true","$NAMEPLATE_SUPERINTENDENT_BLUE_LOCK"
"180","PlayerIDNamePlate_257","$nameplate_superintendant_bronze",,"eUnlockItemId_nameplate_superintendant_bronze",,"$NAMEPLATE_SUPERINTENDENT_BRONZE_LOCK"
"181","PlayerIDNamePlate_258","$nameplate_superintendant_silver",,"eUnlockItemId_nameplate_superintendant_silver",,"$NAMEPLATE_SUPERINTENDENT_SILVER_LOCK"
"182","PlayerIDNamePlate_259","$nameplate_superintendant_gold",,"eUnlockItemId_nameplate_superintendant_gold",,"$NAMEPLATE_SUPERINTENDENT_GOLD_LOCK"
"183","PlayerIDNamePlate_260","$nameplate_superintendant_platinum",,"eUnlockItemId_nameplate_superintendant_platinum",,"$NAMEPLATE_SUPERINTENDENT_PLATINUM_LOCK"
"184","PlayerIDNamePlate_261","$nameplate_new_mombasa_blue",,"eUnlockItemId_nameplate_new_mombasa_blue","true","$NAMEPLATE_NEW_MOMBASA_BLUE_LOCK"
"185","PlayerIDNamePlate_262","$nameplate_new_mombasa_bronze",,"eUnlockItemId_nameplate_new_mombasa_bronze",,"$NAMEPLATE_NEW_MOMBASA_BRONZE_LOCK"
"186","PlayerIDNamePlate_263","$nameplate_new_mombasa_silver",,"eUnlockItemId_nameplate_new_mombasa_silver",,"$NAMEPLATE_NEW_MOMBASA_SILVER_LOCK"
"187","PlayerIDNamePlate_264","$nameplate_new_mombasa_gold",,"eUnlockItemId_nameplate_new_mombasa_gold",,"$NAMEPLATE_NEW_MOMBASA_GOLD_LOCK"
"188","PlayerIDNamePlate_265","$nameplate_new_mombasa_platinum",,"eUnlockItemId_nameplate_new_mombasa_platinum",,"$NAMEPLATE_NEW_MOMBASA_PLATINUM_LOCK"
"189","PlayerIDNamePlate_266","$NAMEPLATE_EARLY_MCC_INSIDER",,"eUnlockItemId_NAMEPLATE_EARLY_MCC_INSIDER",,"$NAMEPLATE_GRANTED_LOCK"
"190","PlayerIDNamePlate_267","$NAMEPLATE_MCC_INSIDER_PLUS",,"eUnlockItemId_NAMEPLATE_MCC_INSIDER_PLUS",,"$NAMEPLATE_GRANTED_LOCK"
"191","PlayerIDNamePlate_268","$NAMEPLATE_PTR_MVP",,"eUnlockItemId_NAMEPLATE_PTR_MVP",,"$NAMEPLATE_GRANTED_LOCK"
"192","PlayerIDNamePlate_269","$NAMEPLATE_COMMUNITY_MVP",,"eUnlockItemId_NAMEPLATE_COMMUNITY_MVP",,"$NAMEPLATE_GRANTED_LOCK"
"193","PlayerIDNamePlate_270","$NAMEPLATE_HCS_PRO_NEW",,"eUnlockItemId_NAMEPLATE_HCS_PRO_NEW",,"$NAMEPLATE_GRANTED_LOCK"
"194","PlayerIDNamePlate_271","$NAMEPLATE_HCS_GOLD",,"eUnlockItemId_NAMEPLATE_HCS_GOLD",,"$NAMEPLATE_GRANTED_LOCK"
"195","PlayerIDNamePlate_272","$NAMEPLATE_FIRETEAM_RAVEN",,"eUnlockItemId_NAMEPLATE_FIRETEAM_RAVEN",,"$NAMEPLATE_GRANTED_LOCK"
"196","PlayerIDNamePlate_273","$NAMEPLATE_COMMUNITY_SPOTLIGHT_FIRE",,"eUnlockItemId_NAMEPLATE_COMMUNITY_SPOTLIGHT_FIRE",,"$NAMEPLATE_GRANTED_LOCK"
"197","PlayerIDNamePlate_274","$NAMEPLATE_COMMUNITY_343_HEADHUNTER_ICE",,"eUnlockItemId_NAMEPLATE_COMMUNITY_343_HEADHUNTER_ICE",,"$NAMEPLATE_GRANTED_LOCK"
"198","PlayerIDNamePlate_275","$NAMEPLATE_CARTOGRAPHER",,"eUnlockItemId_NAMEPLATE_CARTOGRAPHER",,"$NAMEPLATE_GRANTED_LOCK"
"199","PlayerIDNamePlate_276","$NAMEPLATE_SPIRIT_OF_FIRE",,"eUnlockItemId_NAMEPLATE_SPIRIT_OF_FIRE",,"$NAMEPLATE_GRANTED_LOCK"
"200","PlayerIDNamePlate_277","$NAMEPLATE_BANISHED",,"eUnlockItemId_NAMEPLATE_BANISHED",,"$NAMEPLATE_GRANTED_LOCK"
"201","PlayerIDNamePlate_278","$NAMEPLATE_FLOOD",,"eUnlockItemId_NAMEPLATE_FLOOD",,"$NAMEPLATE_GRANTED_LOCK"
"202","PlayerIDNamePlate_279","$NAMEPLATE_GUARDIANS",,"eUnlockItemId_NAMEPLATE_GUARDIANS",,"$NAMEPLATE_GUARDIANS_LOCK"
"203","PlayerIDNamePlate_280","$NAMEPLATE_APOLLO",,"eUnlockItemId_NAMEPLATE_APOLLO",,"$NAMEPLATE_GRANTED_LOCK"
"204","PlayerIDNamePlate_281","$NAMEPLATE_BOAT_COPS",,"eUnlockItemId_NAMEPLATE_BOAT_COPS",,"$NAMEPLATE_GRANTED_LOCK"
"205","PlayerIDNamePlate_282","$NAMEPLATE_DREAMHACK",,"eUnlockItemId_NAMEPLATE_DREAMHACK",,"$NAMEPLATE_GRANTED_LOCK"
"206","PlayerIDNamePlate_283","$NAMEPLATE_DMR",,"eUnlockItemId_NAMEPLATE_DMR",,"$NAMEPLATE_DMR_LOCK"
"207","PlayerIDNamePlate_284","$NAMEPLATE_ONI",,"eUnlockItemId_NAMEPLATE_ONI",,"$NAMEPLATE_ONI_LOCK"
"208","PlayerIDNamePlate_285","$NAMEPLATE_JUN",,"eUnlockItemId_NAMEPLATE_JUN",,"$NAMEPLATE_JUN_LOCK"
"209","PlayerIDNamePlate_286","$NAMEPLATE_GRENADE_LAUNCHER",,"eUnlockItemId_NAMEPLATE_GRENADE_LAUNCHER",,"$NAMEPLATE_GRENADE_LAUNCHER_LOCK"
"210","PlayerIDNamePlate_287","$NAMEPLATE_JORGE",,"eUnlockItemId_NAMEPLATE_JORGE",,"$NAMEPLATE_JORGE_LOCK"
"211","PlayerIDNamePlate_288","$NAMEPLATE_FALCON",,"eUnlockItemId_NAMEPLATE_FALCON",,"$NAMEPLATE_FALCON_LOCK"
"212","PlayerIDNamePlate_289","$NAMEPLATE_KAT",,"eUnlockItemId_NAMEPLATE_KAT",,"$NAMEPLATE_KAT_LOCK"
"213","PlayerIDNamePlate_290","$NAMEPLATE_CARTER",,"eUnlockItemId_NAMEPLATE_CARTER",,"$NAMEPLATE_CARTER_LOCK"
"214","PlayerIDNamePlate_291","$NAMEPLATE_EMILE",,"eUnlockItemId_NAMEPLATE_EMILE",,"$NAMEPLATE_EMILE_LOCK"
"215","PlayerIDNamePlate_292","$NAMEPLATE_HALO_REACH",,"eUnlockItemId_NAMEPLATE_HALO_REACH",,"$NAMEPLATE_HALO_REACH_LOCK"
"216","PlayerIDNamePlate_293","$NAMEPLATE_AUNTIE_DOT",,"eUnlockItemId_NAMEPLATE_AUNTIE_DOT",,"$NAMEPLATE_AUNTIE_DOT_LOCK"
"217","PlayerIDNamePlate_294","$NAMEPLATE_FIREFIGHT",,"eUnlockItemId_NAMEPLATE_FIREFIGHT",,"$NAMEPLATE_FIREFIGHT_LOCK"
"218","PlayerIDNamePlate_295","$NAMEPLATE_HEADHUNTER",,"eUnlockItemId_NAMEPLATE_HEADHUNTER",,"$NAMEPLATE_HEADHUNTER_LOCK"
"219","PlayerIDNamePlate_296","$NAMEPLATE_FORKLIFT",,"eUnlockItemId_NAMEPLATE_FORKLIFT",,"$NAMEPLATE_FORKLIFT_LOCK"
"220","PlayerIDNamePlate_297","$NAMEPLATE_INVASION",,"eUnlockItemId_NAMEPLATE_INVASION",,"$NAMEPLATE_INVASION_LOCK"
"221","PlayerIDNamePlate_298","$NAMEPLATE_REMEMBER_REACH",,"eUnlockItemId_NAMEPLATE_REMEMBER_REACH",,"$NAMEPLATE_REMEMBER_REACH_LOCK"
"222","PlayerIDNamePlate_299","$NAMEPLATE_SKIRMISHER",,"eUnlockItemId_NAMEPLATE_SKIRMISHER",,"$NAMEPLATE_SKIRMISHER_LOCK"
"223","PlayerIDNamePlate_300","$NAMEPLATE_ASSASSIN",,"eUnlockItemId_NAMEPLATE_ASSASSIN",,"$NAMEPLATE_ASSASSIN_LOCK"
"224","PlayerIDNamePlate_301","$NAMEPLATE_MOA",,"eUnlockItemId_NAMEPLATE_MOA",,"$NAMEPLATE_MOA_LOCK"
"225","PlayerIDNamePlate_302","$NAMEPLATE_PLANET",,"eUnlockItemId_NAMEPLATE_PLANET",,"$NAMEPLATE_PLANET_LOCK"
"226","PlayerIDNamePlate_303","$NAMEPLATE_VSWORLD",,"eUnlockItemId_NAMEPLATE_VSWORLD",,"$NAMEPLATE_GRANTED_LOCK"
"227","PlayerIDNamePlate_304","$NAMEPLATE_VSWORLDWIN",,"eUnlockItemId_NAMEPLATE_VSWORLDWIN",,"$NAMEPLATE_GRANTED_LOCK"
"228","PlayerIDNamePlate_305","$NAMEPLATE_MCC_INSIDER_PC",,"eUnlockItemId_NAMEPLATE_MCC_INSIDER_PC",,"$NAMEPLATE_GRANTED_LOCK"
"229","PlayerIDNamePlate_306","$NAMEPLATE_FOCUS_RIFLE",,"eUnlockItemId_NAMEPLATE_FOCUS_RIFLE",,"$NAMEPLATE_FOCUS_RIFLE_LOCK"
"230","PlayerIDNamePlate_307","$NAMEPLATE_WINTER_CONTINGENCY",,"eUnlockItemId_NAMEPLATE_WINTER_CONTINGENCY",,"$NAMEPLATE_WINTER_CONTINGENCY_LOCK"
"231","PlayerIDNamePlate_308","$NAMEPLATE_BHM",,"eUnlockItemId_NAMEPLATE_BHM",,"$NAMEPLATE_GRANTED_LOCK"
"232","PlayerIDNamePlate_378","$NAMEPLATE_UNITY1",,"eUnlockItemId_NAMEPLATE_UNITY1",,"$NAMEPLATE_GRANTED_LOCK"
"233","PlayerIDNamePlate_379","$NAMEPLATE_UNITY2",,"eUnlockItemId_NAMEPLATE_UNITY2",,"$NAMEPLATE_GRANTED_LOCK"
"234","PlayerIDNamePlate_309","$NAMEPLATE_BEACHLIFE",,"eUnlockItemId_NAMEPLATE_BEACHLIFE",,"$NAMEPLATE_GRANTED_LOCK"
"235","PlayerIDNamePlate_310","$NAMEPLATE_H1ANNIVERSARY",,"eUnlockItemId_NAMEPLATE_H1ANNIVERSARY",,"$NAMEPLATE_SEASON_LOCK"
"236","PlayerIDNamePlate_311","$NAMEPLATE_H1CHIEF",,"eUnlockItemId_NAMEPLATE_H1CHIEF",,"$NAMEPLATE_SEASON_LOCK"
"237","PlayerIDNamePlate_312","$NAMEPLATE_H1CORTANA",,"eUnlockItemId_NAMEPLATE_H1CORTANA",,"$NAMEPLATE_SEASON_LOCK"
"238","PlayerIDNamePlate_313","$NAMEPLATE_H1GUILTYSPARK",,"eUnlockItemId_NAMEPLATE_H1GUILTYSPARK",,"$NAMEPLATE_SEASON_LOCK"
"239","PlayerIDNamePlate_314","$NAMEPLATE_H1JOHNSON",,"eUnlockItemId_NAMEPLATE_H1JOHNSON",,"$NAMEPLATE_SEASON_LOCK"
"240","PlayerIDNamePlate_315","$NAMEPLATE_H1CHIEF2",,"eUnlockItemId_NAMEPLATE_H1CHIEF2",,"$NAMEPLATE_SEASON_LOCK"
"241","PlayerIDNamePlate_316","$NAMEPLATE_H2ANNIVERSARY",,"eUnlockItemId_NAMEPLATE_H2ANNIVERSARY",,"$NAMEPLATE_SEASON_LOCK"
"242","PlayerIDNamePlate_317","$NAMEPLATE_H2FORERUNNER",,"eUnlockItemId_NAMEPLATE_H2FORERUNNER",,"$NAMEPLATE_SEASON_LOCK"
"243","PlayerIDNamePlate_318","$NAMEPLATE_H2CHIEF",,"eUnlockItemId_NAMEPLATE_H2CHIEF",,"$NAMEPLATE_SEASON_LOCK"
"244","PlayerIDNamePlate_319","$NAMEPLATE_H2VISID",,"eUnlockItemId_NAMEPLATE_H2VISID",,"$NAMEPLATE_SEASON_LOCK"
"245","PlayerIDNamePlate_320","$NAMEPLATE_H2RING",,"eUnlockItemId_NAMEPLATE_H2RING",,"$NAMEPLATE_SEASON_LOCK"
"246","PlayerIDNamePlate_321","$NAMEPLATE_H3ARK",,"eUnlockItemId_NAMEPLATE_H3ARK",,"$NAMEPLATE_SEASON_LOCK"
"247","PlayerIDNamePlate_322","$NAMEPLATE_H3BROMANCE",,"eUnlockItemId_NAMEPLATE_H3BROMANCE",,"$NAMEPLATE_GRANTED_LOCK"
"248","PlayerIDNamePlate_323","$NAMEPLATE_H3WARTHOG",,"eUnlockItemId_NAMEPLATE_H3WARTHOG",,"$NAMEPLATE_SEASON_LOCK"
"249","PlayerIDNamePlate_324","$NAMEPLATE_H3BUBBLESHIELD",,"eUnlockItemId_NAMEPLATE_H3BUBBLESHIELD",,"$NAMEPLATE_SEASON_LOCK"
"250","PlayerIDNamePlate_325","$NAMEPLATE_H3CHASM",,"eUnlockItemId_NAMEPLATE_H3CHASM",,"$NAMEPLATE_SEASON_LOCK"
"251","PlayerIDNamePlate_326","$NAMEPLATE_H3JOHNSON",,"eUnlockItemId_NAMEPLATE_H3JOHNSON",,"$NAMEPLATE_SEASON_LOCK"
"252","PlayerIDNamePlate_327","$NAMEPLATE_H3KEYES",,"eUnlockItemId_NAMEPLATE_H3KEYES",,"$NAMEPLATE_SEASON_LOCK"
"253","PlayerIDNamePlate_328","$NAMEPLATE_H3PELICANFRONT",,"eUnlockItemId_NAMEPLATE_H3PELICANFRONT",,"$NAMEPLATE_SEASON_LOCK"
"254","PlayerIDNamePlate_329","$NAMEPLATE_H3PELICANSIDE",,"eUnlockItemId_NAMEPLATE_H3PELICANSIDE",,"$NAMEPLATE_SEASON_LOCK"
"255","PlayerIDNamePlate_330","$NAMEPLATE_H3LEGENDARY",,"eUnlockItemId_NAMEPLATE_H3LEGENDARY",,"$NAMEPLATE_SEASON_LOCK"
"256","PlayerIDNamePlate_331","$NAMEPLATE_H3CHIEF",,"eUnlockItemId_NAMEPLATE_H3CHIEF",,"$NAMEPLATE_SEASON_LOCK"
"257","PlayerIDNamePlate_332","$NAMEPLATE_WARTHOGTREAD",,"eUnlockItemId_NAMEPLATE_WARTHOGTREAD",,"$NAMEPLATE_GRANTED_LOCK"
"258","PlayerIDNamePlate_333","$NAMEPLATE_GATORCHOPS",,"eUnlockItemId_NAMEPLATE_GATORCHOPS",,"$NAMEPLATE_GRANTED_LOCK"
"259","PlayerIDNamePlate_334","$NAMEPLATE_POISONOUS",,"eUnlockItemId_NAMEPLATE_POISONOUS",,"$NAMEPLATE_SEASON_LOCK"
"260","PlayerIDNamePlate_335","$NAMEPLATE_SHARKTEETH",,"eUnlockItemId_NAMEPLATE_SHARKTEETH",,"$NAMEPLATE_SEASON_LOCK"
"261","PlayerIDNamePlate_336","$NAMEPLATE_SNAKESKIN",,"eUnlockItemId_NAMEPLATE_SNAKESKIN",,"$NAMEPLATE_GRANTED_LOCK"
"262","PlayerIDNamePlate_337","$NAMEPLATE_SNOWLEOPARD",,"eUnlockItemId_NAMEPLATE_SNOWLEOPARD",,"$NAMEPLATE_SEASON_LOCK"
"263","PlayerIDNamePlate_338","$NAMEPLATE_SPIDERWEB",,"eUnlockItemId_NAMEPLATE_SPIDERWEB",,"$NAMEPLATE_GRANTED_LOCK"
"264","PlayerIDNamePlate_339","$NAMEPLATE_WHITETIGER",,"eUnlockItemId_NAMEPLATE_WHITETIGER",,"$NAMEPLATE_GRANTED_LOCK"
"265","PlayerIDNamePlate_340","$NAMEPLATE_REACHMETAL",,"eUnlockItemId_NAMEPLATE_REACHMETAL",,"$NAMEPLATE_SEASON_LOCK"
"266","PlayerIDNamePlate_341","$NAMEPLATE_SHOTGUNSHELL",,"eUnlockItemId_NAMEPLATE_SHOTGUNSHELL",,"$NAMEPLATE_GRANTED_LOCK"
"267","PlayerIDNamePlate_342","$NAMEPLATE_CLIPTROCITY",,"eUnlockItemId_NAMEPLATE_CLIPTROCITY",,"$NAMEPLATE_GRANTED_LOCK"
"268","PlayerIDNamePlate_343","$NAMEPLATE_SPARTANHELMET",,"eUnlockItemId_NAMEPLATE_SPARTANHELMET",,"$NAMEPLATE_SEASON_LOCK"
"269","PlayerIDNamePlate_344","$NAMEPLATE_STUDDED",,"eUnlockItemId_NAMEPLATE_STUDDED",,"$NAMEPLATE_SEASON_LOCK"
"270","PlayerIDNamePlate_345","$NAMEPLATE_TANKTREAD",,"eUnlockItemId_NAMEPLATE_TANKTREAD",,"$NAMEPLATE_GRANTED_LOCK"
"271","PlayerIDNamePlate_346","$NAMEPLATE_TIGERSTRIPE",,"eUnlockItemId_NAMEPLATE_TIGERSTRIPE",,"$NAMEPLATE_SEASON_LOCK"
"272","PlayerIDNamePlate_347","$NAMEPLATE_CRACKEDVISOR",,"eUnlockItemId_NAMEPLATE_CRACKEDVISOR",,"$NAMEPLATE_SEASON_LOCK"
"273","PlayerIDNamePlate_348","$NAMEPLATE_WOODLANDCAMO",,"eUnlockItemId_NAMEPLATE_WOODLANDCAMO",,"$NAMEPLATE_SEASON_LOCK"
"274","PlayerIDNamePlate_349","$NAMEPLATE_POCKETCAMO",,"eUnlockItemId_NAMEPLATE_POCKETCAMO",,"$NAMEPLATE_GRANTED_LOCK"
"275","PlayerIDNamePlate_350","$NAMEPLATE_117ARMOR",,"eUnlockItemId_NAMEPLATE_117ARMOR",,"$NAMEPLATE_SEASON_LOCK"
"276","PlayerIDNamePlate_351","$NAMEPLATE_ASSASSIN",,"eUnlockItemId_NAMEPLATE_ASSASSINALT",,"$NAMEPLATE_SEASON_LOCK"
"277","PlayerIDNamePlate_352","$NAMEPLATE_BACON",,"eUnlockItemId_NAMEPLATE_BACON",,"$NAMEPLATE_SEASON_LOCK"
"278","PlayerIDNamePlate_353","$NAMEPLATE_BANDAGE",,"eUnlockItemId_NAMEPLATE_BANDAGE",,"$NAMEPLATE_SEASON_LOCK"
"279","PlayerIDNamePlate_354","$NAMEPLATE_BLUESPLATTER",,"eUnlockItemId_NAMEPLATE_BLUESPLATTER",,"$NAMEPLATE_SEASON_LOCK"
"280","PlayerIDNamePlate_355","$NAMEPLATE_GREENSPLATTER",,"eUnlockItemId_NAMEPLATE_GREENSPLATTER",,"$NAMEPLATE_SEASON_LOCK"
"281","PlayerIDNamePlate_356","$NAMEPLATE_PINKSPLATTER",,"eUnlockItemId_NAMEPLATE_PINKSPLATTER",,"$NAMEPLATE_SEASON_LOCK"
"282","PlayerIDNamePlate_357","$NAMEPLATE_BULLETHOLES",,"eUnlockItemId_NAMEPLATE_BULLETHOLES",,"$NAMEPLATE_SEASON_LOCK"
"283","PlayerIDNamePlate_358","$NAMEPLATE_BULLETLINE",,"eUnlockItemId_NAMEPLATE_BULLETLINE",,"$NAMEPLATE_SEASON_LOCK"
"284","PlayerIDNamePlate_359","$NAMEPLATE_BULLETPILE",,"eUnlockItemId_NAMEPLATE_BULLETPILE",,"$NAMEPLATE_SEASON_LOCK"
"285","PlayerIDNamePlate_360","$NAMEPLATE_BULLETSTACK",,"eUnlockItemId_NAMEPLATE_BULLETSTACK",,"$NAMEPLATE_SEASON_LOCK"
"286","PlayerIDNamePlate_361","$NAMEPLATE_CARTOONA",,"eUnlockItemId_NAMEPLATE_CARTOONA",,"$NAMEPLATE_SEASON_LOCK"
"287","PlayerIDNamePlate_362","$NAMEPLATE_CHIEFANDCORTANA",,"eUnlockItemId_NAMEPLATE_CHIEFANDCORTANA",,"$NAMEPLATE_SEASON_LOCK"
"288","PlayerIDNamePlate_363","$NAMEPLATE_CORTANAEYES",,"eUnlockItemId_NAMEPLATE_CORTANAEYES",,"$NAMEPLATE_SEASON_LOCK"
"289","PlayerIDNamePlate_364","$NAMEPLATE_COVHEX",,"eUnlockItemId_NAMEPLATE_COVHEX",,"$NAMEPLATE_SEASON_LOCK"
"290","PlayerIDNamePlate_365","$NAMEPLATE_COWBOYSHELLS",,"eUnlockItemId_NAMEPLATE_COWBOYSHELLS",,"$NAMEPLATE_SEASON_LOCK"
"291","PlayerIDNamePlate_366","$NAMEPLATE_CROCKSKIN",,"eUnlockItemId_NAMEPLATE_CROCKSKIN",,"$NAMEPLATE_GRANTED_LOCK"
"292","PlayerIDNamePlate_367","$NAMEPLATE_DEADEND",,"eUnlockItemId_NAMEPLATE_DEADEND",,"$NAMEPLATE_GRANTED_LOCK"
"293","PlayerIDNamePlate_368","$NAMEPLATE_DIAMONDPLATE",,"eUnlockItemId_NAMEPLATE_DIAMONDPLATE",,"$NAMEPLATE_SEASON_LOCK"
"294","PlayerIDNamePlate_369","$NAMEPLATE_DINOTRACKER",,"eUnlockItemId_NAMEPLATE_DINOTRACKER",,"$NAMEPLATE_SEASON_LOCK"
"295","PlayerIDNamePlate_370","$NAMEPLATE_ELITEEYES",,"eUnlockItemId_NAMEPLATE_ELITEEYES",,"$NAMEPLATE_SEASON_LOCK"
"296","PlayerIDNamePlate_371","$NAMEPLATE_HALOO",,"eUnlockItemId_NAMEPLATE_HALOO",,"$NAMEPLATE_SEASON_LOCK"
"297","PlayerIDNamePlate_372","$NAMEPLATE_MCCHELMET",,"eUnlockItemId_NAMEPLATE_MCCHELMET",,"$NAMEPLATE_SEASON_LOCK"
"298","PlayerIDNamePlate_373","$NAMEPLATE_MJOLNIR",,"eUnlockItemId_NAMEPLATE_MJOLNIR",,"$NAMEPLATE_GRANTED_LOCK"
"299","PlayerIDNamePlate_374","$NAMEPLATE_NOENTRY",,"eUnlockItemId_NAMEPLATE_NOENTRY",,"$NAMEPLATE_SEASON_LOCK"
